"Year","Level","Tournament_Name","Tournament_ID","Type","Round","Winner","Loser","Score","Match1","Match2","Match3","Match4","Match5","Match1W","Match1L","Match2W","Match2L","Match3W","Match3L","Match4W","Match4L","Match5W","Match5L","Winner_Match_Won","Loser_Match_Won","Win_points_total","Lose_points_total","level_weight","round_weight"
"Apr-19","AC","Asia Championships 2019",12643,"XD","Quarter final","5016116, 5033202","5005191, 5046051","22-20 / 21-10","22-20 "," 21-10","","","",22,20,21,10,,,,,,,2,0,43,30,8,6
"Apr-19","AC","Asia Championships 2019",12643,"XD","Round 2","5030780, 5036163","5042081, 5042097","23-21 / 14-21 / 21-15","23-21 "," 14-21 "," 21-15","","",23,21,14,21,21,15,,,,,2,1,58,57,8,4
"Apr-19","AC","Asia Championships 2019",12643,"XD","Round 2","5019063, 5037433","5011443, 5036349","21-15 / 17-21 / 21-17","21-15 "," 17-21 "," 21-17","","",21,15,17,21,21,17,,,,,2,1,59,53,8,4
"Apr-19","AC","Asia Championships 2019",12643,"XD","Round 2","5002037, 5010627","5019888, 5029143","21-10 / 21-9","21-Oct"," 21-9","","","",21,10,21,9,,,,,,,2,0,42,19,8,4
"Apr-19","AC","Asia Championships 2019",12643,"XD","Round 2","5029761, 5034442","5017294, 5020571","22-24 / 21-16 / 21-17","22-24 "," 21-16 "," 21-17","","",22,24,21,16,21,17,,,,,2,1,64,57,8,4
"Apr-19","AC","Asia Championships 2019",12643,"XD","Round 2","5005191, 5046051","5010217, 5016952","21-18 / 21-14","21-18 "," 21-14","","","",21,18,21,14,,,,,,,2,0,42,32,8,4
"Apr-19","AC","Asia Championships 2019",12643,"XD","Round 1","5017294, 5020571","5012108, 5012159","21-19 / 13-21 / 21-18","21-19 "," 13-21 "," 21-18","","",21,19,13,21,21,18,,,,,2,1,55,58,8,4
"Apr-19","AC","Asia Championships 2019",12643,"XD","Round 1","5017255, 5053721","5016793, 5047406","21-11 / 19-21 / 25-23","21-Nov"," 19-21 "," 25-23","","",21,11,19,21,25,23,,,,,2,1,65,55,8,4
"Apr-19","AC","Asia Championships 2019",12643,"XD","Round 1","5002037, 5010627","5004267, 5006193","20-22 / 21-18 / 21-17","20-22 "," 21-18 "," 21-17","","",20,22,21,18,21,17,,,,,2,1,62,57,8,4
"Apr-19","AC","Asia Championships 2019",12643,"XD","Round 1","5011443, 5036349","5044284, 5046648","21-11 / 21-14","21-Nov"," 21-14","","","",21,11,21,14,,,,,,,2,0,42,25,8,4
"Apr-19","AC","Asia Championships 2019",12643,"XD","Round 1","5016116, 5033202","5029319, 5045496","21-12 / 14-21 / 21-15","21-Dec"," 14-21 "," 21-15","","",21,12,14,21,21,15,,,,,2,1,56,48,8,4
"Apr-19","AC","Asia Championships 2019",12643,"XD","Round 1","5019063, 5037433","5041701, 5048220","21-19 / 22-20","21-19 "," 22-20","","","",21,19,22,20,,,,,,,2,0,43,39,8,4
"Apr-19","AC","Asia Championships 2019",12643,"XD","Round 1","5005191, 5046051","5020708, 5034696","21-19 / 21-17","21-19 "," 21-17","","","",21,19,21,17,,,,,,,2,0,42,36,8,4
"Jun-19","EG","European Games 2019",13867,"XD","Final","5017917, 5026128","5027001, 5033489","21-14 / 21-9","21-14 "," 21-9","","","",21,14,21,9,,,,,,,2,0,42,23,8,10
"Jun-19","EG","European Games 2019",13867,"XD","Semi final","5017917, 5026128","5026638, 5028545","21-19 / 21-12","21-19 "," 21-12","","","",21,19,21,12,,,,,,,2,0,42,31,8,8
"Jun-19","EG","European Games 2019",13867,"XD","Semi final","5027001, 5033489","5010439, 5047401","21-8 / 21-18","21-Aug"," 21-18","","","",21,8,21,18,,,,,,,2,0,42,26,8,8
"Jun-19","EG","European Games 2019",13867,"XD","Quarter final","5017917, 5026128","5003238, 5028974","24-22 / 21-11","24-22 "," 21-11","","","",24,22,21,11,,,,,,,2,0,45,33,8,6
"Jun-19","EG","European Games 2019",13867,"XD","Quarter final","5010439, 5047401","5029744, 5030449","21-19 / 21-17","21-19 "," 21-17","","","",21,19,21,17,,,,,,,2,0,42,36,8,6
"Jun-19","EG","European Games 2019",13867,"XD","Quarter final","5027001, 5033489","5028852, 5032336","21-15 / 19-21 / 21-15","21-15 "," 19-21 "," 21-15","","",21,15,19,21,21,15,,,,,2,1,61,51,8,6
"Jun-19","EG","European Games 2019",13867,"XD","Group D","5026638, 5028545","5041602, 5054566","19-21 / 21-11 / 21-19","19-21 "," 21-11 "," 21-19","","",19,21,21,11,21,19,,,,,2,1,61,51,8,2
"Jun-19","EG","European Games 2019",13867,"XD","Group A","5027001, 5033489","5000559, 5040834","21-17 / 21-13","21-17 "," 21-13","","","",21,17,21,13,,,,,,,2,0,42,30,8,2
"Jun-19","EG","European Games 2019",13867,"XD","Group C","5029744, 5030449","5003238, 5028974","21-17 / 21-8","21-17 "," 21-8","","","",21,17,21,8,,,,,,,2,0,42,25,8,2
"Jun-19","EG","European Games 2019",13867,"XD","Group A","5006391, 5018965","5000559, 5040834","16-21 / 21-19 / 21-16","16-21 "," 21-19 "," 21-16","","",16,21,21,19,21,16,,,,,2,1,58,56,8,2
"Jun-19","EG","European Games 2019",13867,"XD","Group D","5026638, 5028545","5010439, 5047401","20-22 / 21-19 / 21-16","20-22 "," 21-19 "," 21-16","","",20,22,21,19,21,16,,,,,2,1,62,57,8,2
"Jun-19","EG","European Games 2019",13867,"XD","Group C","5029744, 5030449","5042275, 5047633","21-10 / 21-10","21-Oct"," 21-10","","","",21,10,21,10,,,,,,,2,0,42,20,8,2
"Jun-19","EG","European Games 2019",13867,"XD","Group D","5010439, 5047401","5041602, 5054566","16-21 / 21-19 / 21-15","16-21 "," 21-19 "," 21-15","","",16,21,21,19,21,15,,,,,2,1,58,55,8,2
"Jun-19","EG","European Games 2019",13867,"XD","Group A","5027001, 5033489","5006391, 5018965","21-13 / 21-13","21-13 "," 21-13","","","",21,13,21,13,,,,,,,2,0,42,26,8,2
"Jun-19","EG","European Games 2019",13867,"XD","Group B","5017917, 5026128","5028852, 5032336","21-14 / 21-6","21-14 "," 21-6","","","",21,14,21,6,,,,,,,2,0,42,20,8,2
"May-21","EC","European Championships 2021",11911,"XD","Final","5002006, 5025080","5017917, 5026128","11-21 / 21-16 / 21-15","Nov-21"," 21-16 "," 21-15","","",11,21,21,16,21,15,,,,,2,1,53,52,8,10
"May-21","EC","European Championships 2021",11911,"XD","Semi final","5017917, 5026128","5001972, 5011176","21-17 / 21-19","21-17 "," 21-19","","","",21,17,21,19,,,,,,,2,0,42,36,8,8
"May-21","EC","European Championships 2021",11911,"XD","Semi final","5002006, 5025080","5003238, 5028974","20-22 / 21-14 / 24-22","20-22 "," 21-14 "," 24-22","","",20,22,21,14,24,22,,,,,2,1,65,58,8,8
"May-21","EC","European Championships 2021",11911,"XD","Quarter final","5002006, 5025080","5026638, 5028545","21-18 / 21-18","21-18 "," 21-18","","","",21,18,21,18,,,,,,,2,0,42,36,8,6
"May-21","EC","European Championships 2021",11911,"XD","Quarter final","5003238, 5028974","5029744, 5030449","21-8 / 21-12","21-Aug"," 21-12","","","",21,8,21,12,,,,,,,2,0,42,20,8,6
"May-21","EC","European Championships 2021",11911,"XD","Quarter final","5017917, 5026128","5010439, 5047401","21-7 / 21-11","21-Jul"," 21-11","","","",21,7,21,11,,,,,,,2,0,42,18,8,6
"May-21","EC","European Championships 2021",11911,"XD","Round 2","5029744, 5030449","5005288, 5032336","21-11 / 16-21 / 21-19","21-Nov"," 16-21 "," 21-19","","",21,11,16,21,21,19,,,,,2,1,58,51,8,4
"May-21","EC","European Championships 2021",11911,"XD","Round 1","5005288, 5032336","5008686, 5014310","21-19 / 21-18","21-19 "," 21-18","","","",21,19,21,18,,,,,,,2,0,42,37,8,4
"Apr-22","EC","European Championships 2022",10279,"XD","Final","5003238, 5028974","5026638, 5028545","16-21 / 22-20 / 21-16","16-21 "," 22-20 "," 21-16","","",16,21,22,20,21,16,,,,,2,1,59,57,8,10
"Apr-22","EC","European Championships 2022",10279,"XD","Semi final","5026638, 5028545","5029744, 5030449","21-19 / 21-15","21-19 "," 21-15","","","",21,19,21,15,,,,,,,2,0,42,34,8,8
"Apr-22","EC","European Championships 2022",10279,"XD","Semi final","5003238, 5028974","5022115, 5037539","12-21 / 21-16 / 21-17","Dec-21"," 21-16 "," 21-17","","",12,21,21,16,21,17,,,,,2,1,54,54,8,8
"Apr-22","EC","European Championships 2022",10279,"XD","Quarter final","5029744, 5030449","5001972, 5011176","18-21 / 21-17 / 21-14","18-21 "," 21-17 "," 21-14","","",18,21,21,17,21,14,,,,,2,1,60,52,8,6
"Apr-22","EC","European Championships 2022",10279,"XD","Quarter final","5003238, 5028974","5008686, 5014310","25-23 / 21-17","25-23 "," 21-17","","","",25,23,21,17,,,,,,,2,0,46,40,8,6
"Apr-22","EC","European Championships 2022",10279,"XD","Quarter final","5022115, 5037539","5017917, 5026128","21-11 / 21-17","21-Nov"," 21-17","","","",21,11,21,17,,,,,,,2,0,42,28,8,6
"Apr-22","EC","European Championships 2022",10279,"XD","Round 2","5026638, 5028545","5011214, 5015350","21-18 / 16-21 / 21-11","21-18 "," 16-21 "," 21-11","","",21,18,16,21,21,11,,,,,2,1,58,50,8,4
"Apr-22","EC","European Championships 2022",10279,"XD","Round 2","5029744, 5030449","5042275, 5047633","21-15 / 21-7","21-15 "," 21-7","","","",21,15,21,7,,,,,,,2,0,42,22,8,4
"May-22","AC","Asia Championships 2022",13536,"XD","Final","5016116, 5033202","5002037, 5010627","21-17 / 21-8","21-17 "," 21-8","","","",21,17,21,8,,,,,,,2,0,42,25,8,10
"May-22","AC","Asia Championships 2022",13536,"XD","Semi final","5002037, 5010627","5019063, 5037433","21-12 / 24-22","21-Dec"," 24-22","","","",21,12,24,22,,,,,,,2,0,45,34,8,8
"May-22","AC","Asia Championships 2022",13536,"XD","Quarter final","5019063, 5037433","5029319, 5045496","21-18 / 21-5","21-18 "," 21-5","","","",21,18,21,5,,,,,,,2,0,42,23,8,6
"May-22","AC","Asia Championships 2022",13536,"XD","Quarter final","5002037, 5010627","5011443, 5036349","21-13 / 21-11","21-13 "," 21-11","","","",21,13,21,11,,,,,,,2,0,42,24,8,6
"May-22","AC","Asia Championships 2022",13536,"XD","Quarter final","5010217, 5016952","5002369, 5016993","21-17 / 22-20","21-17 "," 22-20","","","",21,17,22,20,,,,,,,2,0,43,37,8,6
"May-22","AC","Asia Championships 2022",13536,"XD","Quarter final","5016116, 5033202","5005191, 5046051","21-10 / 22-20","21-Oct"," 22-20","","","",21,10,22,20,,,,,,,2,0,43,30,8,6
"May-22","AC","Asia Championships 2022",13536,"XD","Round 2","5019063, 5037433","5002274, 5036554","22-20 / 21-16","22-20 "," 21-16","","","",22,20,21,16,,,,,,,2,0,43,36,8,4
"May-22","AC","Asia Championships 2022",13536,"XD","Round 2","5002369, 5016993","5012108, 5012159","21-15 / 21-17","21-15 "," 21-17","","","",21,15,21,17,,,,,,,2,0,42,32,8,4
"May-22","AC","Asia Championships 2022",13536,"XD","Round 2","5005191, 5046051","5007932, 5039095","21-19 / 16-21 / 21-13","21-19 "," 16-21 "," 21-13","","",21,19,16,21,21,13,,,,,2,1,58,53,8,4
"May-22","AC","Asia Championships 2022",13536,"XD","Round 2","5016116, 5033202","5021468, 5032872","21-11 / 21-13","21-Nov"," 21-13","","","",21,11,21,13,,,,,,,2,0,42,24,8,4
"May-22","AC","Asia Championships 2022",13536,"XD","Round 2","5002037, 5010627","5009208, 5031657","21-9 / 21-19","21-Sep"," 21-19","","","",21,9,21,19,,,,,,,2,0,42,28,8,4
"May-22","AC","Asia Championships 2022",13536,"XD","Round 1","5019063, 5037433","5012660, 5016487","21-5 / 21-12","21-May"," 21-12","","","",21,5,21,12,,,,,,,2,0,42,17,8,4
"May-22","AC","Asia Championships 2022",13536,"XD","Round 1","5029319, 5045496","5001745, 5034687","19-21 / 21-8 / 21-11","19-21 "," 21-8 "," 21-11","","",19,21,21,8,21,11,,,,,2,1,61,40,8,4
"May-22","AC","Asia Championships 2022",13536,"XD","Round 1","5010217, 5016952","5019888, 5029143","21-9 / 21-13","21-Sep"," 21-13","","","",21,9,21,13,,,,,,,2,0,42,22,8,4
"May-22","AC","Asia Championships 2022",13536,"XD","Round 1","5011443, 5036349","5020708, 5034696","21-10 / 21-19","21-Oct"," 21-19","","","",21,10,21,19,,,,,,,2,0,42,29,8,4
"May-22","AC","Asia Championships 2022",13536,"XD","Round 1","5005191, 5046051","5007921, 5034218","21-18 / 21-16","21-18 "," 21-16","","","",21,18,21,16,,,,,,,2,0,42,34,8,4
"Apr-23","AC","Asia Championships 2023",14046,"XD","Final","5033321, 5038311","5016116, 5033202","21-15 / 21-16","21-15 "," 21-16","","","",21,15,21,16,,,,,,,2,0,42,31,8,10
"Apr-23","AC","Asia Championships 2023",14046,"XD","Semi final","5033321, 5038311","5017255, 5017468","21-17 / 21-15","21-17 "," 21-15","","","",21,17,21,15,,,,,,,2,0,42,32,8,8
"Apr-23","AC","Asia Championships 2023",14046,"XD","Semi final","5016116, 5033202","5007932, 5039095","21-11 / 21-13","21-Nov"," 21-13","","","",21,11,21,13,,,,,,,2,0,42,24,8,8
"Apr-23","AC","Asia Championships 2023",14046,"XD","Quarter final","5016116, 5033202","5010217, 5016952","21-11 / 21-17","21-Nov"," 21-17","","","",21,11,21,17,,,,,,,2,0,42,28,8,6
"Apr-23","AC","Asia Championships 2023",14046,"XD","Quarter final","5033321, 5038311","5020957, 5028423","21-17 / 18-21 / 21-17","21-17 "," 18-21 "," 21-17","","",21,17,18,21,21,17,,,,,2,1,60,55,8,6
"Apr-23","AC","Asia Championships 2023",14046,"XD","Quarter final","5007932, 5039095","5011443, 5036349","21-17 / 15-21 / 21-19","21-17 "," 15-21 "," 21-19","","",21,17,15,21,21,19,,,,,2,1,57,57,8,6
"Apr-23","AC","Asia Championships 2023",14046,"XD","Round 2","5017255, 5017468","5023022, 5023921","21-18 / 17-21 / 22-20","21-18 "," 17-21 "," 22-20","","",21,18,17,21,22,20,,,,,2,1,60,59,8,4
"Apr-23","AC","Asia Championships 2023",14046,"XD","Round 2","5020957, 5028423","5045078, 5049162","21-15 / 21-17","21-15 "," 21-17","","","",21,15,21,17,,,,,,,2,0,42,32,8,4
"Apr-23","AC","Asia Championships 2023",14046,"XD","Round 2","5033321, 5038311","5000811, 5022221","21-13 / 21-8","21-13 "," 21-8","","","",21,13,21,8,,,,,,,2,0,42,21,8,4
"Apr-23","AC","Asia Championships 2023",14046,"XD","Round 2","5007932, 5039095","5036810, 5044567","12-21 / 22-20 / 21-15","Dec-21"," 22-20 "," 21-15","","",12,21,22,20,21,15,,,,,2,1,55,56,8,4
"Apr-23","AC","Asia Championships 2023",14046,"XD","Round 2","5010217, 5016952","5009208, 5036204","23-21 / 18-21 / 21-15","23-21 "," 18-21 "," 21-15","","",23,21,18,21,21,15,,,,,2,1,62,57,8,4
"Apr-23","AC","Asia Championships 2023",14046,"XD","Round 2","5011443, 5036349","5031677, 5039904","21-12 / 16-21 / 21-13","21-Dec"," 16-21 "," 21-13","","",21,12,16,21,21,13,,,,,2,1,58,46,8,4
"Apr-23","AC","Asia Championships 2023",14046,"XD","Round 2","5016116, 5033202","5002274, 5036554","21-13 / 21-9","21-13 "," 21-9","","","",21,13,21,9,,,,,,,2,0,42,22,8,4
"Apr-23","AC","Asia Championships 2023",14046,"XD","Round 1","5045078, 5049162","5020708, 5034696","21-16 / 21-17","21-16 "," 21-17","","","",21,16,21,17,,,,,,,2,0,42,33,8,4
"Apr-23","AC","Asia Championships 2023",14046,"XD","Round 1","5033321, 5038311","5029319, 5045496","21-17 / 21-13","21-17 "," 21-13","","","",21,17,21,13,,,,,,,2,0,42,30,8,4
"Apr-23","AC","Asia Championships 2023",14046,"XD","Round 1","5007523, 5030311","5005191, 5046051","21-18 / 21-15","21-18 "," 21-15","","","",21,18,21,15,,,,,,,2,0,42,33,8,4
"Apr-23","AC","Asia Championships 2023",14046,"XD","Round 1","5017255, 5017468","5010627, 5031400","21-18 / 21-14","21-18 "," 21-14","","","",21,18,21,14,,,,,,,2,0,42,32,8,4
"Apr-23","AC","Asia Championships 2023",14046,"XD","Round 1","5023022, 5023921","5012552, 5021897","21-19 / 21-17","21-19 "," 21-17","","","",21,19,21,17,,,,,,,2,0,42,36,8,4
"Apr-23","AC","Asia Championships 2023",14046,"XD","Round 1","5036810, 5044567","5007921, 5034218","18-21 / 21-19 / 21-19","18-21 "," 21-19 "," 21-19","","",18,21,21,19,21,19,,,,,2,1,60,59,8,4
"Apr-23","AC","Asia Championships 2023",14046,"XD","Round 1","5007932, 5039095","5017761, 5021523","15-21 / 22-20 / 21-15","15-21 "," 22-20 "," 21-15","","",15,21,22,20,21,15,,,,,2,1,58,56,8,4
"Apr-23","AC","Asia Championships 2023",14046,"XD","Round 1","5002274, 5036554","5002342, 5023388","21-14 / 21-16","21-14 "," 21-16","","","",21,14,21,16,,,,,,,2,0,42,30,8,4
"Apr-23","AC","Asia Championships 2023",14046,"XD","Round 1","5009208, 5036204","5001745, 5034687","21-14 / 21-13","21-14 "," 21-13","","","",21,14,21,13,,,,,,,2,0,42,27,8,4
"Apr-23","AC","Asia Championships 2023",14046,"XD","Round 1","5010217, 5016952","5002369, 5016993","21-17 / 21-16","21-17 "," 21-16","","","",21,17,21,16,,,,,,,2,0,42,33,8,4
"Apr-23","AC","Asia Championships 2023",14046,"XD","Round 1","5031677, 5039904","5029761, 5034442","12-21 / 21-19 / 21-15","Dec-21"," 21-19 "," 21-15","","",12,21,21,19,21,15,,,,,2,1,54,55,8,4
"Oct-23","AG","Asian Games 2023",12145,"XD","Final","5016116, 5033202","5019063, 5037433","21-15 / 21-14","21-15 "," 21-14","","","",21,15,21,14,,,,,,,2,0,42,29,8,10
"Oct-23","AG","Asian Games 2023",12145,"XD","Semi final","5019063, 5037433","5010627, 5031400","11-21 / 22-20 / 21-17","Nov-21"," 22-20 "," 21-17","","",11,21,22,20,21,17,,,,,2,1,54,58,8,8
"Oct-23","AG","Asian Games 2023",12145,"XD","Semi final","5016116, 5033202","5007523, 5030311","13-21 / 21-15 / 21-16","13-21 "," 21-15 "," 21-16","","",13,21,21,15,21,16,,,,,2,1,55,52,8,8
"Oct-23","AG","Asian Games 2023",12145,"XD","Quarter final","5019063, 5037433","5020708, 5034696","21-18 / 21-18","21-18 "," 21-18","","","",21,18,21,18,,,,,,,2,0,42,36,8,6
"Oct-23","AG","Asian Games 2023",12145,"XD","Quarter final","5010627, 5031400","5023022, 5023921","21-14 / 21-7","21-14 "," 21-7","","","",21,14,21,7,,,,,,,2,0,42,21,8,6
"Oct-23","AG","Asian Games 2023",12145,"XD","Quarter final","5007523, 5030311","5017761, 5021523","23-21 / 21-10","23-21 "," 21-10","","","",23,21,21,10,,,,,,,2,0,44,31,8,6
"Oct-23","AG","Asian Games 2023",12145,"XD","Quarter final","5016116, 5033202","5009208, 5036204","21-14 / 23-21","21-14 "," 23-21","","","",21,14,23,21,,,,,,,2,0,44,35,8,6
"Oct-23","AG","Asian Games 2023",12145,"XD","Round 2","5020708, 5034696","5002274, 5036554","21-7 / 21-11","21-Jul"," 21-11","","","",21,7,21,11,,,,,,,2,0,42,18,8,4
"Oct-23","AG","Asian Games 2023",12145,"XD","Round 2","5019063, 5037433","5011443, 5036349","21-17 / 21-15","21-17 "," 21-15","","","",21,17,21,15,,,,,,,2,0,42,32,8,4
"Oct-23","AG","Asian Games 2023",12145,"XD","Round 2","5023022, 5023921","5007932, 5039095","17-21 / 23-21 / 21-13","17-21 "," 23-21 "," 21-13","","",17,21,23,21,21,13,,,,,2,1,61,55,8,4
"Oct-23","AG","Asian Games 2023",12145,"XD","Round 2","5007523, 5030311","5029761, 5034442","21-13 / 21-11","21-13 "," 21-11","","","",21,13,21,11,,,,,,,2,0,42,24,8,4
"Oct-23","AG","Asian Games 2023",12145,"XD","Round 2","5017761, 5021523","5007921, 5034218","21-12 / 18-21 / 21-17","21-Dec"," 18-21 "," 21-17","","",21,12,18,21,21,17,,,,,2,1,60,50,8,4
"Oct-23","AG","Asian Games 2023",12145,"XD","Round 1","5017761, 5021523","5012660, 5016487","21-13 / 22-20","21-13 "," 22-20","","","",21,13,22,20,,,,,,,2,0,43,33,8,4
"Oct-23","AG","Asian Games 2023",12145,"XD","Round 1","5007921, 5034218","5002369, 5016993","21-18 / 21-14","21-18 "," 21-14","","","",21,18,21,14,,,,,,,2,0,42,32,8,4
"Oct-23","AG","Asian Games 2023",12145,"XD","Round 1","5011443, 5036349","5001745, 5034687","21-15 / 16-21 / 21-19","21-15 "," 16-21 "," 21-19","","",21,15,16,21,21,19,,,,,2,1,58,55,8,4
"Apr-24","AC","Asia Championships 2024",12457,"XD","Final","5010627, 5031400","5007523, 5030311","13-21 / 21-15 / 21-14","13-21 "," 21-15 "," 21-14","","",13,21,21,15,21,14,,,,,2,1,55,50,8,10
"Apr-24","AC","Asia Championships 2024",12457,"XD","Semi final","5010627, 5031400","5033321, 5038311","21-10 / 21-14","21-Oct"," 21-14","","","",21,10,21,14,,,,,,,2,0,42,24,8,8
"Apr-24","AC","Asia Championships 2024",12457,"XD","Semi final","5007523, 5030311","5016116, 5033202","9-21 / 21-13 / 21-16","Sep-21"," 21-13 "," 21-16","","",9,21,21,13,21,16,,,,,2,1,51,50,8,8
"Apr-24","AC","Asia Championships 2024",12457,"XD","Quarter final","5007523, 5030311","5029761, 5034442","17-21 / 21-11 / 21-13","17-21 "," 21-11 "," 21-13","","",17,21,21,11,21,13,,,,,2,1,59,45,8,6
"Apr-24","AC","Asia Championships 2024",12457,"XD","Quarter final","5016116, 5033202","5020708, 5034696","21-11 / 22-20","21-Nov"," 22-20","","","",21,11,22,20,,,,,,,2,0,43,31,8,6
"Apr-24","AC","Asia Championships 2024",12457,"XD","Quarter final","5010627, 5031400","5001745, 5034687","21-6 / 21-17","21-Jun"," 21-17","","","",21,6,21,17,,,,,,,2,0,42,23,8,6
"Apr-24","AC","Asia Championships 2024",12457,"XD","Quarter final","5033321, 5038311","5019063, 5037433","21-17 / 21-13","21-17 "," 21-13","","","",21,17,21,13,,,,,,,2,0,42,30,8,6
"Apr-24","AC","Asia Championships 2024",12457,"XD","Round 2","5001745, 5034687","5017255, 5017468","21-18 / 21-16","21-18 "," 21-16","","","",21,18,21,16,,,,,,,2,0,42,34,8,4
"Apr-24","AC","Asia Championships 2024",12457,"XD","Round 2","5019063, 5037433","5012552, 5021897","21-13 / 21-10","21-13 "," 21-10","","","",21,13,21,10,,,,,,,2,0,42,23,8,4
"Apr-24","AC","Asia Championships 2024",12457,"XD","Round 2","5010627, 5031400","5023022, 5023921","21-8 / 21-16","21-Aug"," 21-16","","","",21,8,21,16,,,,,,,2,0,42,24,8,4
"Apr-24","AC","Asia Championships 2024",12457,"XD","Round 2","5033321, 5038311","5007921, 5034218","21-13 / 21-9","21-13 "," 21-9","","","",21,13,21,9,,,,,,,2,0,42,22,8,4
"Apr-24","AC","Asia Championships 2024",12457,"XD","Round 2","5029761, 5034442","5036810, 5044567","21-16 / 7-21 / 21-18","21-16 "," 7-21 "," 21-18","","",21,16,7,21,21,18,,,,,2,1,49,55,8,4
"Apr-24","AC","Asia Championships 2024",12457,"XD","Round 2","5016116, 5033202","5002274, 5036554","21-11 / 21-11","21-Nov"," 21-11","","","",21,11,21,11,,,,,,,2,0,42,22,8,4
"Apr-24","AC","Asia Championships 2024",12457,"XD","Round 2","5020708, 5034696","5005191, 5046051","19-21 / 21-11 / 21-18","19-21 "," 21-11 "," 21-18","","",19,21,21,11,21,18,,,,,2,1,61,50,8,4
"Apr-24","AC","Asia Championships 2024",12457,"XD","Round 2","5007523, 5030311","5011443, 5036349","21-18 / 21-14","21-18 "," 21-14","","","",21,18,21,14,,,,,,,2,0,42,32,8,4
"Apr-24","AC","Asia Championships 2024",12457,"XD","Round 1","5019063, 5037433","5012660, 5016487","21-16 / 21-13","21-16 "," 21-13","","","",21,16,21,13,,,,,,,2,0,42,29,8,4
"Apr-24","AC","Asia Championships 2024",12457,"XD","Round 1","5001745, 5034687","5002369, 5016993","21-16 / 21-14","21-16 "," 21-14","","","",21,16,21,14,,,,,,,2,0,42,30,8,4
"Apr-24","AC","Asia Championships 2024",12457,"XD","Round 1","5033321, 5038311","5007932, 5039095","21-15 / 21-14","21-15 "," 21-14","","","",21,15,21,14,,,,,,,2,0,42,29,8,4
"Apr-24","AC","Asia Championships 2024",12457,"XD","Round 1","5007921, 5034218","5019404, 5032127","21-12 / 21-13","21-Dec"," 21-13","","","",21,12,21,13,,,,,,,2,0,42,25,8,4
"Apr-24","AC","Asia Championships 2024",12457,"XD","Round 1","5012552, 5021897","5000811, 5022221","21-14 / 21-14","21-14 "," 21-14","","","",21,14,21,14,,,,,,,2,0,42,28,8,4
"Apr-24","AC","Asia Championships 2024",12457,"XD","Round 1","5017255, 5017468","5029319, 5045496","21-19 / 21-11","21-19 "," 21-11","","","",21,19,21,11,,,,,,,2,0,42,30,8,4
"Apr-24","AC","Asia Championships 2024",12457,"XD","Round 1","5005191, 5046051","5032872, 5035209","21-8 / 21-12","21-Aug"," 21-12","","","",21,8,21,12,,,,,,,2,0,42,20,8,4
"Apr-24","AC","Asia Championships 2024",12457,"XD","Round 1","5016116, 5033202","5009208, 5036204","21-15 / 21-15","21-15 "," 21-15","","","",21,15,21,15,,,,,,,2,0,42,30,8,4
"Apr-24","AC","Asia Championships 2024",12457,"XD","Round 1","5002274, 5036554","5020957, 5028423","21-19 / 21-9","21-19 "," 21-9","","","",21,19,21,9,,,,,,,2,0,42,28,8,4
"Apr-24","AC","Asia Championships 2024",12457,"XD","Round 1","5011443, 5036349","5031677, 5039904","21-13 / 14-21 / 21-18","21-13 "," 14-21 "," 21-18","","",21,13,14,21,21,18,,,,,2,1,56,52,8,4
"Apr-24","AC","Asia Championships 2024",12457,"XD","Round 1","5007523, 5030311","5017761, 5021523","21-15 / 21-13","21-15 "," 21-13","","","",21,15,21,13,,,,,,,2,0,42,28,8,4
"Apr-24","EC","European Championships 2024",12950,"XD","Final","5026638, 5028545","5001972, 5011176","21-16 / 21-15","21-16 "," 21-15","","","",21,16,21,15,,,,,,,2,0,42,31,8,10
"Apr-24","EC","European Championships 2024",12950,"XD","Semi final","5026638, 5028545","5005288, 5015253","22-20 / 16-21 / 21-13","22-20 "," 16-21 "," 21-13","","",22,20,16,21,21,13,,,,,2,1,59,54,8,8
"Apr-24","EC","European Championships 2024",12950,"XD","Semi final","5001972, 5011176","5029744, 5030449","25-23 / 21-23 / 21-18","25-23 "," 21-23 "," 21-18","","",25,23,21,23,21,18,,,,,2,1,67,64,8,8
"Apr-24","EC","European Championships 2024",12950,"XD","Quarter final","5001972, 5011176","5017917, 5026128","21-15 / 21-18","21-15 "," 21-18","","","",21,15,21,18,,,,,,,2,0,42,33,8,6
"Apr-24","EC","European Championships 2024",12950,"XD","Round 1","5008686, 5014310","5010932, 5037479","22-20 / 13-21 / 21-16","22-20 "," 13-21 "," 21-16","","",22,20,13,21,21,16,,,,,2,1,56,57,8,4
"Sep-99","AC","Asia Championships 1999",10050,"XD","Quarter final","5038134, 5045359","5026742, 5049941","15-2 / 15-5","15-Feb"," 15-5","","","",15,2,15,5,,,,,,,2,0,30,7,8,6
"Sep-99","AC","Asia Championships 1999",10050,"XD","Quarter final","5038179, 5050239","5026408, 5045377","10-15 / 15-7 / 15-10","Oct-15"," 15-7 "," 15-10","","",10,15,15,7,15,10,,,,,2,1,40,32,8,6
"Aug-03","STAR5","Indonesia Open 2003",11904,"XD","Qual Final","5037282, 5055580","5044888, 5052020","15-11 / 5-15 / 15-1","15-Nov"," 5-15 "," 15-1","","",15,11,5,15,15,1,,,,,2,1,35,27,7,2
