"Year","Level","Tournament_Name","Tournament_ID","Type","Round","Winner","Loser","Score","Match1","Match2","Match3","Match4","Match5","Match1W","Match1L","Match2W","Match2L","Match3W","Match3L","Match4W","Match4L","Match5W","Match5L","Winner_Match_Won","Loser_Match_Won","Win_points_total","Lose_points_total","level_weight","round_weight"
"Sep-02","STAR5","Indonesia Open 2002",11291,"XD","Round 1","5044070, 5054041","5044537, 5054257","11-2 / 11-9","11-Feb"," 11-9","","","",11,2,11,9,,,,,,,2,0,22,11,7,4
"Sep-02","STAR5","Indonesia Open 2002",11291,"XD","Round 1","5011959, 5054879","5003128, 5004619","11-5 / 11-7","11-May"," 11-7","","","",11,5,11,7,,,,,,,2,0,22,12,7,4
"Nov-02","STAR5","Denmark Open 2002",10417,"XD","Semi final","5019250, 5055602","5014493, 5050083","11-9 / 13-10","11-Sep"," 13-10","","","",11,9,13,10,,,,,,,2,0,24,19,7,8
"Nov-02","STAR5","Denmark Open 2002",10417,"XD","Quarter final","5014493, 5050083","5012200, 5055821","11-6 / 11-7","11-Jun"," 11-7","","","",11,6,11,7,,,,,,,2,0,22,13,7,6
"Nov-02","STAR5","Denmark Open 2002",10417,"XD","Quarter final","5005176, 5045349","5007693, 5024804","11-7 / 11-4","11-Jul"," 11-4","","","",11,7,11,4,,,,,,,2,0,22,11,7,6
"Nov-02","STAR5","Denmark Open 2002",10417,"XD","Round 2","5005176, 5045349","5043781, 5055601","11-1 / 11-8","11-Jan"," 11-8","","","",11,1,11,8,,,,,,,2,0,22,9,7,4
"Nov-02","STAR5","Denmark Open 2002",10417,"XD","Round 1","5007693, 5024804","5027457, 5055508","11-6 / 8-11 / 11-7","11-Jun"," 8-11 "," 11-7","","",11,6,8,11,11,7,,,,,2,1,30,24,7,4
"Nov-02","STAR5","Denmark Open 2002",10417,"XD","Round 1","5043781, 5055601","5028550, 5046769","9-11 / 11-7 / 11-3","9-Nov"," 11-7 "," 11-3","","",9,11,11,7,11,3,,,,,2,1,31,21,7,4
"Nov-02","STAR5","Denmark Open 2002",10417,"XD","Round 1","5005176, 5045349","5054040, 5055735","11-1 / 11-7","11-Jan"," 11-7","","","",11,1,11,7,,,,,,,2,0,22,8,7,4
"Nov-02","STAR5","Denmark Open 2002",10417,"XD","Round 1","5020998, 5022387","5022359, 5032952","6-11 / 11-6 / 11-7","6-Nov"," 11-6 "," 11-7","","",6,11,11,6,11,7,,,,,2,1,28,24,7,4
"Nov-02","STAR2","German Open 2002",14018,"XD","Final","5005176, 5045349","5043781, 5055601","11-0 / 11-6","11-0 "," 11-6","","","",11,0,11,6,,,,,,,2,0,22,6,4,10
"Nov-02","STAR2","German Open 2002",14018,"XD","Semi final","5043781, 5055601","5054175, 5055146","11-9 / 5-11 / 11-9","11-Sep"," 5-11 "," 11-9","","",11,9,5,11,11,9,,,,,2,1,27,29,4,8
"Nov-02","STAR2","German Open 2002",14018,"XD","Semi final","5005176, 5045349","5007693, 5024804","11-6 / 3-11 / 11-6","11-Jun"," 3-11 "," 11-6","","",11,6,3,11,11,6,,,,,2,1,25,23,4,8
"Nov-02","STAR2","German Open 2002",14018,"XD","Quarter final","5043781, 5055601","5027457, 5055508","11-9 / 13-10","11-Sep"," 13-10","","","",11,9,13,10,,,,,,,2,0,24,19,4,6
"Nov-02","STAR2","German Open 2002",14018,"XD","Round 2","5028550, 5046769","5007963, 5054390","11-2 / 11-4","11-Feb"," 11-4","","","",11,2,11,4,,,,,,,2,0,22,6,4,4
"Nov-02","STAR2","German Open 2002",14018,"XD","Round 2","5054175, 5055146","5012200, 5055821","2-11 / 11-8 / 11-6","2-Nov"," 11-8 "," 11-6","","",2,11,11,8,11,6,,,,,2,1,24,25,4,4
"Nov-02","STAR2","German Open 2002",14018,"XD","Round 1","5054175, 5055146","5046756, 5050131","11-6 / 5-11 / 11-6","11-Jun"," 5-11 "," 11-6","","",11,6,5,11,11,6,,,,,2,1,27,23,4,4
"Sep-05","STAR6","China Masters 2005",11849,"XD","Final","5004093, 5013584","5044100, 5044733","15-7 / 15-13","15-Jul"," 15-13","","","",15,7,15,13,,,,,,,2,0,30,20,8,10
"Sep-05","STAR6","China Masters 2005",11849,"XD","Semi final","5004093, 5013584","5044108, 5044112","1-15 / 15-6 / 15-10","Jan-15"," 15-6 "," 15-10","","",1,15,15,6,15,10,,,,,2,1,31,31,8,8
"Sep-05","STAR6","China Masters 2005",11849,"XD","Quarter final","5044108, 5044112","5052511, 5052513","15-11 / 15-6","15-Nov"," 15-6","","","",15,11,15,6,,,,,,,2,0,30,17,8,6
"Nov-07","SS","China Open 2007",10148,"XD","Final","5019250, 5051595","5026742, 5055367","15-21 / 21-18 / 21-11","15-21 "," 21-18 "," 21-11","","",15,21,21,18,21,11,,,,,2,1,57,50,7,10
"Nov-07","SS","China Open 2007",10148,"XD","Semi final","5019250, 5051595","5020998, 5022387","21-19 / 21-15","21-19 "," 21-15","","","",21,19,21,15,,,,,,,2,0,42,34,7,8
"Nov-07","SS","China Open 2007",10148,"XD","Semi final","5026742, 5055367","5044108, 5044112","21-16 / 21-17","21-16 "," 21-17","","","",21,16,21,17,,,,,,,2,0,42,33,7,8
"Nov-07","SS","China Open 2007",10148,"XD","Quarter final","5019250, 5051595","5039298, 5055602","14-21 / 21-13 / 21-7","14-21 "," 21-13 "," 21-7","","",14,21,21,13,21,7,,,,,2,1,56,41,7,6
"Nov-07","SS","China Open 2007",10148,"XD","Quarter final","5026742, 5055367","5004093, 5043767","24-22 / 8-21 / 24-22","24-22 "," 8-21 "," 24-22","","",24,22,8,21,24,22,,,,,2,1,56,65,7,6
"Nov-07","SS","China Open 2007",10148,"XD","Quarter final","5020998, 5022387","5041352, 5043417","21-17 / 21-18","21-17 "," 21-18","","","",21,17,21,18,,,,,,,2,0,42,35,7,6
"Nov-07","SS","China Open 2007",10148,"XD","Round 2","5041352, 5043417","5002888, 5050581","21-11 / 21-12","21-Nov"," 21-12","","","",21,11,21,12,,,,,,,2,0,42,23,7,4
"Nov-07","SS","China Open 2007",10148,"XD","Round 2","5020998, 5022387","5017179, 5017292","21-9 / 21-14","21-Sep"," 21-14","","","",21,9,21,14,,,,,,,2,0,42,23,7,4
"Nov-07","SS","China Open 2007",10148,"XD","Round 2","5044108, 5044112","5042447, 5050909","21-8 / 11-21 / 21-13","21-Aug"," 11-21 "," 21-13","","",21,8,11,21,21,13,,,,,2,1,53,42,7,4
"Nov-07","SS","China Open 2007",10148,"XD","Round 2","5039298, 5055602","5041927, 5042834","23-25 / 21-14 / 21-14","23-25 "," 21-14 "," 21-14","","",23,25,21,14,21,14,,,,,2,1,65,53,7,4
"Nov-07","SS","China Open 2007",10148,"XD","Round 2","5019250, 5051595","5041668, 5044759","21-14 / 21-9","21-14 "," 21-9","","","",21,14,21,9,,,,,,,2,0,42,23,7,4
"Nov-07","SS","China Open 2007",10148,"XD","Round 2","5043456, 5044097","5044294, 5044297","21-15 / 21-14","21-15 "," 21-14","","","",21,15,21,14,,,,,,,2,0,42,29,7,4
"Nov-07","SS","China Open 2007",10148,"XD","Round 1","5041668, 5044759","5046582, 5051717","21-18 / 21-16","21-18 "," 21-16","","","",21,18,21,16,,,,,,,2,0,42,34,7,4
"Nov-07","SS","China Open 2007",10148,"XD","Round 1","5019250, 5051595","5044746, 5050083","21-14 / 21-10","21-14 "," 21-10","","","",21,14,21,10,,,,,,,2,0,42,24,7,4
"Nov-07","SS","China Open 2007",10148,"XD","Round 1","5020998, 5022387","5042086, 5043014","21-16 / 21-16","21-16 "," 21-16","","","",21,16,21,16,,,,,,,2,0,42,32,7,4
"Nov-07","SS","China Open 2007",10148,"XD","Round 1","5002888, 5050581","5044993, 5046308","16-21 / 27-25 / 21-17","16-21 "," 27-25 "," 21-17","","",16,21,27,25,21,17,,,,,2,1,64,63,7,4
"Nov-07","SS","China Open 2007",10148,"XD","Round 1","5043456, 5044097","5043635, 5054279","19-21 / 25-23 / 21-13","19-21 "," 25-23 "," 21-13","","",19,21,25,23,21,13,,,,,2,1,65,57,7,4
"Nov-07","SS","China Open 2007",10148,"XD","Round 1","5044294, 5044297","5029160, 5051503","21-18 / 21-11","21-18 "," 21-11","","","",21,18,21,11,,,,,,,2,0,42,29,7,4
"Nov-07","SS","China Open 2007",10148,"XD","Round 1","5044108, 5044112","5011959, 5044774","21-6 / 21-16","21-Jun"," 21-16","","","",21,6,21,16,,,,,,,2,0,42,22,7,4
"Nov-07","SS","China Open 2007",10148,"XD","Round 1","5026742, 5055367","5003128, 5004619","24-22 / 13-21 / 21-14","24-22 "," 13-21 "," 21-14","","",24,22,13,21,21,14,,,,,2,1,58,57,7,4
"Jan-10","SS","Korea Open 2010",13203,"XD","Final","5041352, 5043417","5044112, 5049683","21-15 / 21-16","21-15 "," 21-16","","","",21,15,21,16,,,,,,,2,0,42,31,7,10
"Jan-10","SS","Korea Open 2010",13203,"XD","Semi final","5041352, 5043417","5042090, 5050941","21-8 / 21-14","21-Aug"," 21-14","","","",21,8,21,14,,,,,,,2,0,42,22,7,8
"Jan-10","SS","Korea Open 2010",13203,"XD","Quarter final","5042090, 5050941","5026742, 5055367","21-19 / 21-15","21-19 "," 21-15","","","",21,19,21,15,,,,,,,2,0,42,34,7,6
"Jan-10","SS","Korea Open 2010",13203,"XD","Quarter final","5041352, 5043417","5011746, 5050909","21-10 / 21-17","21-Oct"," 21-17","","","",21,10,21,17,,,,,,,2,0,42,27,7,6
"Jan-10","SS","Korea Open 2010",13203,"XD","Quarter final","5044112, 5049683","5043635, 5054279","21-12 / 21-15","21-Dec"," 21-15","","","",21,12,21,15,,,,,,,2,0,42,27,7,6
"Jan-10","SS","Korea Open 2010",13203,"XD","Round 2","5011746, 5050909","5002888, 5042291","21-13 / 21-10","21-13 "," 21-10","","","",21,13,21,10,,,,,,,2,0,42,23,7,4
"Jan-10","SS","Korea Open 2010",13203,"XD","Round 2","5043635, 5054279","5043784, 5044179","22-24 / 21-14 / 21-13","22-24 "," 21-14 "," 21-13","","",22,24,21,14,21,13,,,,,2,1,64,51,7,4
"Jan-10","SS","Korea Open 2010",13203,"XD","Round 1","5044294, 5044297","5023586, 5040741","15-21 / 21-15 / 21-12","15-21 "," 21-15 "," 21-12","","",15,21,21,15,21,12,,,,,2,1,57,48,7,4
"Jan-10","SS","Korea Open 2010",13203,"XD","Round 1","5044112, 5049683","5042447, 5054040","21-13 / 21-16","21-13 "," 21-16","","","",21,13,21,16,,,,,,,2,0,42,29,7,4
"Jan-10","SS","Korea Open 2010",13203,"XD","Round 1","5002888, 5042291","5043263, 5043689","21-13 / 21-13","21-13 "," 21-13","","","",21,13,21,13,,,,,,,2,0,42,26,7,4
"Jan-10","SS","Korea Open 2010",13203,"XD","Round 1","5042237, 5042292","5044993, 5046308","21-11 / 10-21 / 21-19","21-Nov"," 10-21 "," 21-19","","",21,11,10,21,21,19,,,,,2,1,52,51,7,4
"Jan-10","SS","Korea Open 2010",13203,"XD","Round 1","5041352, 5043417","5040479, 5040922","21-15 / 22-20","21-15 "," 22-20","","","",21,15,22,20,,,,,,,2,0,43,35,7,4
"Jan-10","SS","Korea Open 2010",13203,"XD","Round 1","5043635, 5054279","5040752, 5047406","22-20 / 15-21 / 21-17","22-20 "," 15-21 "," 21-17","","",22,20,15,21,21,17,,,,,2,1,58,58,7,4
"Jan-10","SS","Korea Open 2010",13203,"XD","Round 1","5042090, 5050941","5041363, 5050445","21-18 / 21-12","21-18 "," 21-12","","","",21,18,21,12,,,,,,,2,0,42,30,7,4
"Nov-11","SSP","China Open 2011",10260,"XD","Final","5040752, 5047406","5041519, 5055476","21-11 / 21-14","21-Nov"," 21-14","","","",21,11,21,14,,,,,,,2,0,42,25,8,10
"Nov-11","SSP","China Open 2011",10260,"XD","Semi final","5040752, 5047406","5008547, 5049683","21-18 / 21-19","21-18 "," 21-19","","","",21,18,21,19,,,,,,,2,0,42,37,8,8
"Nov-11","SSP","China Open 2011",10260,"XD","Semi final","5041519, 5055476","5044294, 5044297","21-18 / 21-14","21-18 "," 21-14","","","",21,18,21,14,,,,,,,2,0,42,32,8,8
"Nov-11","SSP","China Open 2011",10260,"XD","Quarter final","5041519, 5055476","5029748, 5041701","21-17 / 21-15","21-17 "," 21-15","","","",21,17,21,15,,,,,,,2,0,42,32,8,6
"Nov-11","SSP","China Open 2011",10260,"XD","Quarter final","5044294, 5044297","5042081, 5042097","22-20 / 21-17","22-20 "," 21-17","","","",22,20,21,17,,,,,,,2,0,43,37,8,6
"Nov-11","SSP","China Open 2011",10260,"XD","Quarter final","5040752, 5047406","5041668, 5055093","21-13 / 17-21 / 21-17","21-13 "," 17-21 "," 21-17","","",21,13,17,21,21,17,,,,,2,1,59,51,8,6
"Nov-11","SSP","China Open 2011",10260,"XD","Quarter final","5008547, 5049683","5043635, 5054279","21-16 / 22-20","21-16 "," 22-20","","","",21,16,22,20,,,,,,,2,0,43,36,8,6
"Nov-11","SSP","China Open 2011",10260,"XD","Round 2","5044294, 5044297","5043784, 5044179","22-20 / 22-20","22-20 "," 22-20","","","",22,20,22,20,,,,,,,2,0,44,40,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 2","5042081, 5042097","5005599, 5043456","21-14 / 11-21 / 21-16","21-14 "," 11-21 "," 21-16","","",21,14,11,21,21,16,,,,,2,1,53,51,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 2","5040752, 5047406","5040186, 5044374","21-17 / 21-15","21-17 "," 21-15","","","",21,17,21,15,,,,,,,2,0,42,32,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 2","5008547, 5049683","5027439, 5042177","21-11 / 21-11","21-Nov"," 21-11","","","",21,11,21,11,,,,,,,2,0,42,22,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 2","5041519, 5055476","5043684, 5044144","21-14 / 21-14","21-14 "," 21-14","","","",21,14,21,14,,,,,,,2,0,42,28,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 2","5043635, 5054279","5041016, 5051595","21-17 / 21-13","21-17 "," 21-13","","","",21,17,21,13,,,,,,,2,0,42,30,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 2","5029748, 5041701","5042270, 5053408","21-12 / 22-20","21-Dec"," 22-20","","","",21,12,22,20,,,,,,,2,0,43,32,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 1","5005599, 5043456","5011746, 5048486","15-21 / 21-6 / 21-16","15-21 "," 21-6 "," 21-16","","",15,21,21,6,21,16,,,,,2,1,57,43,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 1","5044294, 5044297","5033489, 5054175","21-19 / 21-18","21-19 "," 21-18","","","",21,19,21,18,,,,,,,2,0,42,37,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 1","5043635, 5054279","5042841, 5043819","12-21 / 21-11 / 23-21","Dec-21"," 21-11 "," 23-21","","",12,21,21,11,23,21,,,,,2,1,56,53,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 1","5041668, 5055093","5019250, 5055602","21-19 / 22-20","21-19 "," 22-20","","","",21,19,22,20,,,,,,,2,0,43,39,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 1","5043684, 5044144","5045983, 5051600","21-17 / 21-16","21-17 "," 21-16","","","",21,17,21,16,,,,,,,2,0,42,33,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 1","5008547, 5049683","5026742, 5055367","21-16 / 21-11","21-16 "," 21-11","","","",21,16,21,11,,,,,,,2,0,42,27,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 1","5029748, 5041701","5022387, 5042050","22-20 / 21-13","22-20 "," 21-13","","","",22,20,21,13,,,,,,,2,0,43,33,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 1","5044993, 5046308","5042090, 5050941","18-21 / 21-13 / 22-20","18-21 "," 21-13 "," 22-20","","",18,21,21,13,22,20,,,,,2,1,61,54,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 1","5041016, 5051595","5023586, 5040741","21-12 / 21-11","21-Dec"," 21-11","","","",21,12,21,11,,,,,,,2,0,42,23,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 1","5041519, 5055476","5002888, 5042291","21-13 / 21-17","21-13 "," 21-17","","","",21,13,21,17,,,,,,,2,0,42,30,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 1","5027439, 5042177","5045548, 5055495","21-13 / 21-16","21-13 "," 21-16","","","",21,13,21,16,,,,,,,2,0,42,29,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 1","5042081, 5042097","5027001, 5043137","21-17 / 21-16","21-17 "," 21-16","","","",21,17,21,16,,,,,,,2,0,42,33,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 1","5042270, 5053408","5042447, 5050909","17-21 / 21-9 / 21-18","17-21 "," 21-9 "," 21-18","","",17,21,21,9,21,18,,,,,2,1,59,48,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 1","5043784, 5044179","5029954, 5052011","21-18 / 21-18","21-18 "," 21-18","","","",21,18,21,18,,,,,,,2,0,42,36,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Round 1","5040186, 5044374","5041363, 5050445","21-13 / 21-19","21-13 "," 21-19","","","",21,13,21,19,,,,,,,2,0,42,32,8,4
"Nov-11","SSP","China Open 2011",10260,"XD","Qual Quarter final","5017900, 5041352","5040748, 5046051","21-16 / 21-12","21-16 "," 21-12","","","",21,16,21,12,,,,,,,2,0,42,28,8,2
"Nov-11","SSP","China Open 2011",10260,"XD","Qual Quarter final","5011746, 5048486","5042237, 5042292","21-15 / 25-23","21-15 "," 25-23","","","",21,15,25,23,,,,,,,2,0,46,38,8,2
"Nov-11","SSP","China Open 2011",10260,"XD","Qual Quarter final","5008547, 5049683","5008113, 5050995","21-17 / 21-14","21-17 "," 21-14","","","",21,17,21,14,,,,,,,2,0,42,31,8,2
"Nov-11","SSP","China Open 2011",10260,"XD","Qual Round 1","5017900, 5041352","5042079, 5050280","21-13 / 21-13","21-13 "," 21-13","","","",21,13,21,13,,,,,,,2,0,42,26,8,2
"Nov-11","SSP","China Open 2011",10260,"XD","Qual Round 1","5008547, 5049683","5023879, 5040479","21-18 / 21-16","21-18 "," 21-16","","","",21,18,21,16,,,,,,,2,0,42,34,8,2
"Nov-11","SSP","China Open 2011",10260,"XD","Qual Round 1","5042090, 5050941","5046802, 5050327","23-21 / 16-21 / 21-7","23-21 "," 16-21 "," 21-7","","",23,21,16,21,21,7,,,,,2,1,60,49,8,2
"Nov-11","SSP","China Open 2011",10260,"XD","Qual Round 1","5008113, 5050995","5041667, 5042236","15-21 / 21-14 / 22-20","15-21 "," 21-14 "," 22-20","","",15,21,21,14,22,20,,,,,2,1,58,55,8,2
"Sep-13","GPG","Chinese Taipei Open 2013",10646,"XD","Final","5040479, 5040919","5042834, 5048486","22-20 / 12-21 / 21-16","22-20 "," 12-21 "," 21-16","","",22,20,12,21,21,16,,,,,2,1,55,57,6,10
"Sep-13","GPG","Chinese Taipei Open 2013",10646,"XD","Semi final","5040479, 5040919","5039519, 5046802","21-18 / 21-18","21-18 "," 21-18","","","",21,18,21,18,,,,,,,2,0,42,36,6,8
"Sep-13","GPG","Chinese Taipei Open 2013",10646,"XD","Semi final","5042834, 5048486","5012279, 5042447","21-12 / 21-18","21-Dec"," 21-18","","","",21,12,21,18,,,,,,,2,0,42,30,6,8
"Sep-13","GPG","Chinese Taipei Open 2013",10646,"XD","Quarter final","5039519, 5046802","5026742, 5055367","21-13 / 22-20","21-13 "," 22-20","","","",21,13,22,20,,,,,,,2,0,43,33,6,6
"Sep-13","GPG","Chinese Taipei Open 2013",10646,"XD","Quarter final","5042834, 5048486","5011746, 5023879","21-15 / 21-16","21-15 "," 21-16","","","",21,15,21,16,,,,,,,2,0,42,31,6,6
"Sep-13","GPG","Chinese Taipei Open 2013",10646,"XD","Round 2","5012279, 5042447","5045983, 5051600","21-12 / 15-21 / 21-18","21-Dec"," 15-21 "," 21-18","","",21,12,15,21,21,18,,,,,2,1,57,51,6,4
"Sep-13","GPG","Chinese Taipei Open 2013",10646,"XD","Round 2","5011746, 5023879","5029954, 5052011","21-19 / 21-11","21-19 "," 21-11","","","",21,19,21,11,,,,,,,2,0,42,30,6,4
"Sep-13","GPG","Chinese Taipei Open 2013",10646,"XD","Round 1","5012279, 5042447","5042013, 5043556","19-21 / 21-17 / 21-15","19-21 "," 21-17 "," 21-15","","",19,21,21,17,21,15,,,,,2,1,61,53,6,4
"Apr-15","GPG","China Masters Grand Prix Gold 2015",13595,"XD","Final","5005500, 5017900","5017255, 5020445","18-21 / 21-15 / 26-24","18-21 "," 21-15 "," 26-24","","",18,21,21,15,26,24,,,,,2,1,65,60,6,10
"Apr-15","GPG","China Masters Grand Prix Gold 2015",13595,"XD","Semi final","5005500, 5017900","5042081, 5042097","21-17 / 17-21 / 21-17","21-17 "," 17-21 "," 21-17","","",21,17,17,21,21,17,,,,,2,1,59,55,6,8
"Apr-15","GPG","China Masters Grand Prix Gold 2015",13595,"XD","Quarter final","5042081, 5042097","5040610, 5042526","22-20 / 21-16","22-20 "," 21-16","","","",22,20,21,16,,,,,,,2,0,43,36,6,6
"Apr-15","GPG","China Masters Grand Prix Gold 2015",13595,"XD","Quarter final","5017255, 5020445","5010627, 5015477","21-14 / 9-21 / 21-15","21-14 "," 9-21 "," 21-15","","",21,14,9,21,21,15,,,,,2,1,51,50,6,6
"Apr-15","GPG","China Masters Grand Prix Gold 2015",13595,"XD","Quarter final","5005500, 5017900","5041136, 5045496","21-19 / 21-18","21-19 "," 21-18","","","",21,19,21,18,,,,,,,2,0,42,37,6,6
"Apr-15","GPG","China Masters Grand Prix Gold 2015",13595,"XD","Round 2","5041136, 5045496","5002274, 5036554","21-14 / 21-17","21-14 "," 21-17","","","",21,14,21,17,,,,,,,2,0,42,31,6,4
"Apr-15","GPG","China Masters Grand Prix Gold 2015",13595,"XD","Round 2","5042081, 5042097","5030780, 5036163","21-15 / 21-13","21-15 "," 21-13","","","",21,15,21,13,,,,,,,2,0,42,28,6,4
"Apr-15","GPG","China Masters Grand Prix Gold 2015",13595,"XD","Round 2","5005500, 5017900","5012060, 5028423","21-8 / 21-13","21-Aug"," 21-13","","","",21,8,21,13,,,,,,,2,0,42,21,6,4
"Apr-15","GPG","China Masters Grand Prix Gold 2015",13595,"XD","Round 2","5040610, 5042526","5016952, 5041003","15-21 / 26-24 / 21-16","15-21 "," 26-24 "," 21-16","","",15,21,26,24,21,16,,,,,2,1,62,61,6,4
"Apr-15","GPG","China Masters Grand Prix Gold 2015",13595,"XD","Round 2","5017255, 5020445","5006605, 5016116","21-17 / 21-19","21-17 "," 21-19","","","",21,17,21,19,,,,,,,2,0,42,36,6,4
"Apr-15","GPG","China Masters Grand Prix Gold 2015",13595,"XD","Round 2","5010627, 5015477","5042013, 5043556","21-15 / 21-16","21-15 "," 21-16","","","",21,15,21,16,,,,,,,2,0,42,31,6,4
"Apr-15","GPG","China Masters Grand Prix Gold 2015",13595,"XD","Round 1","5030780, 5036163","5005717, 5030587","21-16 / 21-16","21-16 "," 21-16","","","",21,16,21,16,,,,,,,2,0,42,32,6,4
"Apr-15","GPG","China Masters Grand Prix Gold 2015",13595,"XD","Round 1","5006605, 5016116","5019963, 5053841","21-8 / 21-13","21-Aug"," 21-13","","","",21,8,21,13,,,,,,,2,0,42,21,6,4
"Apr-15","GPG","China Masters Grand Prix Gold 2015",13595,"XD","Round 1","5010627, 5015477","5004568, 5008147","21-14 / 21-9","21-14 "," 21-9","","","",21,14,21,9,,,,,,,2,0,42,23,6,4
"Nov-16","SS","Hong Kong Open 2016",12605,"XD","Final","5041016, 5051595","5010217, 5045983","21-19 / 21-17","21-19 "," 21-17","","","",21,19,21,17,,,,,,,2,0,42,36,7,10
"Nov-16","SS","Hong Kong Open 2016",12605,"XD","Semi final","5041016, 5051595","5020708, 5034696","23-21 / 21-14","23-21 "," 21-14","","","",23,21,21,14,,,,,,,2,0,44,35,7,8
"Nov-16","SS","Hong Kong Open 2016",12605,"XD","Semi final","5010217, 5045983","5007523, 5029177","19-21 / 21-18 / 21-18","19-21 "," 21-18 "," 21-18","","",19,21,21,18,21,18,,,,,2,1,61,57,7,8
"Nov-16","SS","Hong Kong Open 2016",12605,"XD","Quarter final","5010217, 5045983","5007921, 5040035","17-21 / 22-20 / 21-14","17-21 "," 22-20 "," 21-14","","",17,21,22,20,21,14,,,,,2,1,60,55,7,6
"Nov-16","SS","Hong Kong Open 2016",12605,"XD","Quarter final","5020708, 5034696","5027001, 5033489","21-19 / 22-20","21-19 "," 22-20","","","",21,19,22,20,,,,,,,2,0,43,39,7,6
"Nov-16","SS","Hong Kong Open 2016",12605,"XD","Round 2","5010217, 5045983","5029101, 5046051","21-15 / 21-14","21-15 "," 21-14","","","",21,15,21,14,,,,,,,2,0,42,29,7,4
"Nov-16","SS","Hong Kong Open 2016",12605,"XD","Round 2","5007523, 5029177","5033202, 5048475","22-20 / 5-21 / 21-19","22-20 "," 5-21 "," 21-19","","",22,20,5,21,21,19,,,,,2,1,48,60,7,4
"Nov-16","SS","Hong Kong Open 2016",12605,"XD","Round 2","5007921, 5040035","5006605, 5016116","21-17 / 21-14","21-17 "," 21-14","","","",21,17,21,14,,,,,,,2,0,42,31,7,4
"Nov-16","SS","Hong Kong Open 2016",12605,"XD","Round 2","5020708, 5034696","5004568, 5021523","15-21 / 22-20 / 21-12","15-21 "," 22-20 "," 21-12","","",15,21,22,20,21,12,,,,,2,1,58,53,7,4
"Nov-16","SS","Hong Kong Open 2016",12605,"XD","Round 2","5041016, 5051595","5019063, 5037433","15-21 / 21-17 / 21-17","15-21 "," 21-17 "," 21-17","","",15,21,21,17,21,17,,,,,2,1,57,55,7,4
"Nov-16","SS","Hong Kong Open 2016",12605,"XD","Round 1","5033202, 5048475","5029000, 5041130","21-13 / 18-21 / 21-16","21-13 "," 18-21 "," 21-16","","",21,13,18,21,21,16,,,,,2,1,60,50,7,4
"Nov-16","SS","Hong Kong Open 2016",12605,"XD","Round 1","5004568, 5021523","5011238, 5047742","21-11 / 21-16","21-Nov"," 21-16","","","",21,11,21,16,,,,,,,2,0,42,27,7,4
"Nov-16","SS","Hong Kong Open 2016",12605,"XD","Round 1","5019063, 5037433","5034218, 5048250","23-21 / 21-19","23-21 "," 21-19","","","",23,21,21,19,,,,,,,2,0,44,40,7,4
"Nov-16","SS","Hong Kong Open 2016",12605,"XD","Round 1","5029101, 5046051","5029319, 5045496","21-16 / 21-18","21-16 "," 21-18","","","",21,16,21,18,,,,,,,2,0,42,34,7,4
"Nov-16","SS","Hong Kong Open 2016",12605,"XD","Round 1","5006605, 5016116","5008247, 5053721","21-17 / 21-13","21-17 "," 21-13","","","",21,17,21,13,,,,,,,2,0,42,30,7,4
"Nov-16","SS","Hong Kong Open 2016",12605,"XD","Round 1","5007921, 5040035","5010747, 5042079","21-11 / 21-15","21-Nov"," 21-15","","","",21,11,21,15,,,,,,,2,0,42,26,7,4
"Nov-16","SS","Hong Kong Open 2016",12605,"XD","Round 1","5040919, 5042834","5042081, 5042097","21-12 / 21-11","21-Dec"," 21-11","","","",21,12,21,11,,,,,,,2,0,42,23,7,4
"Nov-16","SS","Hong Kong Open 2016",12605,"XD","Round 1","5041016, 5051595","5005717, 5030587","21-16 / 21-11","21-16 "," 21-11","","","",21,16,21,11,,,,,,,2,0,42,27,7,4
"Nov-16","SS","Hong Kong Open 2016",12605,"XD","Round 1","5020708, 5034696","5011746, 5023879","21-15 / 21-14","21-15 "," 21-14","","","",21,15,21,14,,,,,,,2,0,42,29,7,4
